,category,event_name,gender,age,marital_status,session_id,device,client_time,latitude,longitude,state
1451,Environment,View Project,F,55+,married,fcd6348001f14c3888999bfb7e424d26,iOS,1393737850,40.43991,-83.809604,OH
1452,Sports,View Project,M,35-44,married,174351c653f241e09715267015daa2c1,android,1393737919,42.184313,-73.742997,NY
1453,Sports,View Project,F,18-24,single,01119d765c6c468abeb58f53a4a4787d,android,1393737967,45.408077,-122.723058,OR
1454,Environment,View Project,M,25-34,married,d4fc4855c2064787a8f9cc5dc885746d,android,1393738001,32.907394,-97.425681,TX
1455,Sports,View Project,M,18-24,single,b1a54a9833b54543aa6a7b31ae71b2dd,android,1393738157,45.408077,-122.723058,OR
1456,Sports,View Project,F,45-54,single,55977397d31d4820be85165d32729ca9,android,1393738162,37.73123,-122.382857,CA
1457,Sports,View Project,M,18-24,single,21eded1b2aca419d98fbf4942fd1807a,iOS,1393738339,40.046064,-105.097151,CO
1458,Sports,View Project,F,18-24,single,aa19e24a77814342b0f0a3ada3466001,android,1393738699,39.467536,-87.392019,IN
1459,Sports,View Project,M,25-34,single,a217af419d8247e2882d48cb01b7616c,iOS,1393738770,30.471399,-92.065702,LA
1460,Environment,View Project,F,18-24,married,a5cd81ca399c47d299d36f95c97eae63,iOS,1393738817,38.35257,-85.890727,IN
1461,Environment,View Project,M,18-24,married,b1bc71e111fe453485c7159c2f1b040c,iOS,1393738975,39.023539,-85.622328,IN
1462,Sports,View Project,M,18-24,married,51ce2abb61034ad8a46252ba21b245e0,android,1393739055,40.094787,-105.278083,CO
1463,Environment,View Project,M,35-44,single,b7fa797171fe432da3af1d3e3f2db1ed,android,1393739407,33.276539,-112.18717,AZ
1464,Sports,View Project,U,35-44,single,67a50656c2134c01a8cd421ade118501,iOS,1393739412,38.655263,-121.260709,CA
1465,Sports,View Project,F,55+,single,97aa06e30a534e608462e1c1452f63a0,iOS,1393739527,29.259178,-98.453688,TX
1466,Sports,View Project,F,18-24,married,bb01fb9d18ef4420a8b927643140b0c2,iOS,1393739693,33.794055,-84.377326,GA
1467,Sports,View Project,F,25-34,single,2cd5417a75da448d8cb3a9fb68be55f7,android,1393739741,36.621664,-82.542414,VA
1468,Environment,View Project,M,25-34,married,13096959be4b4a7cab238041de2c4d9e,iOS,1393739769,38.695648,-85.772815,IN
1469,Sports,View Project,F,55+,married,3a95ea4be47d44e1baeec82c6d5a5bee,iOS,1393739820,39.961044,-85.102314,IN
1470,Environment,View Project,F,18-24,married,4ec9d3e4517e4cb58bd6d3cf7af6c77f,iOS,1393739956,39.93242,-105.287967,CO
1471,Environment,View Project,U,55+,married,ff9276fd9c0c47958fddbb828cc9792f,iOS,1393740012,40.820278,-85.597862,IN
1472,Sports,View Project,F,35-44,married,da55a4bd8ff145889c0f0d524cf506e1,iOS,1393740038,40.026229,-86.827059,IN
1473,Sports,View Project,F,55+,married,f71f29b371114bf7b7b50914719fd228,android,1393740138,37.863751,-84.565075,KY
1474,Sports,View Project,M,25-34,single,330be1dd2a484ae49bdba07e9182d9a7,iOS,1393740204,21.67115,-157.94085,HI
1475,Sports,View Project,M,35-44,married,7fe87692a0b4402e8de951f4c6273472,iOS,1393740211,40.023673,-87.475513,IN
1476,Sports,View Project,F,18-24,married,4867ecf2b9d74455928cfd564e0c1d6a,iOS,1393740290,39.829821,-105.270395,CO
1477,Environment,View Project,F,18-24,married,dfad56e4ad104b88b84d6e7f4126f196,iOS,1393740419,45.343615,-122.664926,OR
1478,Environment,View Project,M,18-24,married,af8ed1eb1c204d23a11ce528957b1085,iOS,1393740540,45.343615,-122.664926,OR
1479,Environment,View Project,M,18-24,single,ecdc299ff918423f8b9bd31f7ed8dabe,android,1393740790,29.819333,-84.852937,FL
1480,Environment,View Project,M,18-24,married,ecd667245cc14128b449c640e76dff89,iOS,1393740989,40.886571,-85.736386,IN
1481,Sports,View Project,M,18-24,married,108d9a42de9d43559ad3eb94f57d37c2,iOS,1393740994,33.152222,-96.796437,TX
1482,Environment,View Project,F,18-24,married,1d4ec78efaef4214bd3a51fbb0a09972,android,1393741086,45.45509,-122.696724,OR
1483,Environment,View Project,F,35-44,married,346133011aa54820932807747a9b0027,iOS,1393741169,41.3826,-81.796406,OH
1484,Environment,View Project,U,45-54,married,206bdf51a2fc4c27b3c131d00f296105,iOS,1393741194,39.89384,-86.137988,IN
1485,Sports,View Project,M,18-24,married,75b6fb18660346ff942628cc3c619aa7,iOS,1393741200,45.408077,-122.723058,OR
1486,Environment,View Project,F,18-24,single,8bef612f1d9a4fa4a651e3a08259b1b2,iOS,1393741251,45.343615,-122.664926,OR
1487,Sports,View Project,U,25-34,single,123cea44e34b4132ba95dd67ac1586ba,android,1393741276,25.558428,-80.458168,FL
1488,Environment,View Project,M,45-54,married,13d0e43bab714e37895eb0bd4e505c4e,iOS,1393741334,40.159854,-84.984682,IN
1489,Sports,View Project,F,55+,married,40c4131b4c4b4e2c850d09e23d2c9d88,android,1393741362,42.803697,-87.930936,WI
1490,Environment,View Project,U,45-54,single,05276f3c63624bc581545ce108cebc95,iOS,1393741402,42.147636,-83.802375,MI
1491,Environment,View Project,F,18-24,married,3ad10ee69b61414cbee5d632781018dd,iOS,1393741554,33.797854,-84.387726,GA
1492,Sports,View Project,F,55+,single,a4995c8bbe1f4d0cbe747972db826603,iOS,1393741645,29.437532,-98.461582,TX
1493,Sports,View Project,F,45-54,single,23a3508291f34069aef6203dcfa708ea,iOS,1393741828,39.950457,-83.890862,OH
1494,Environment,View Project,F,25-34,single,b77d3fe1c5a9464a8f1726562dac9d92,android,1393741939,37.899466,-85.952833,KY
1495,Environment,View Project,F,18-24,single,cc0e4852b1b245dda8a8fbcf4ee2e21c,iOS,1393741975,33.016928,-116.846046,CA
1496,Sports,View Project,M,18-24,married,ebdd4567d37d4c2793893dbe17b57cf3,iOS,1393742177,45.45509,-122.696724,OR
1497,Environment,View Project,M,18-24,married,b9bf45362021422c80a61f7ab8ecbf91,iOS,1393742235,45.45509,-122.696724,OR
1498,Environment,View Project,M,35-44,single,e5e92c175c2e4959b7aa1edae6b24b23,iOS,1393742244,35.684033,-85.778151,TN
1499,Sports,View Project,F,18-24,married,8c625d15abae4fd2b1cf9c4e4dbd4117,iOS,1393742304,40.114114,-105.369797,CO
1500,Environment,View Project,M,18-24,married,94e6e25e031d43a3bc9f1238063258f4,iOS,1393742398,45.45509,-122.696724,OR
1501,Sports,View Project,F,18-24,married,0976e333747144a7b86d4daaff2b5dcd,android,1393742674,33.776305,-84.397976,GA
1502,Environment,View Project,F,18-24,single,96ec1ee5e53b4afabb4de5fbfa77b033,iOS,1393742676,33.724907,-84.468329,GA
1503,Environment,View Project,M,18-24,single,eccc1bf09f024a988cc112f98c45f408,android,1393742804,37.096297,-122.095525,CA
1504,Sports,View Project,F,45-54,single,796ea9a4b3ce498598c656b50d68e19e,android,1393742915,36.669807,-119.398857,CA
1505,Environment,View Project,M,18-24,married,929863a7ffd447edbb5ee7aa56ee0972,android,1393742968,39.885388,-105.11389,CO
1506,Environment,View Project,F,18-24,married,feebbcedb112435181c48d7f4880a951,android,1393742998,45.408374,-122.691388,OR
1507,Environment,View Project,F,18-24,single,18c63f20a71a49f39762c0ab5a43e82f,iOS,1393743028,33.276539,-112.18717,AZ
1508,Sports,View Project,U,18-24,single,9702f96b3c114cebb2420c0f3258ec44,iOS,1393743081,45.408077,-122.723058,OR
1509,Environment,View Project,M,25-34,married,e2aa234a0e3240db9cae0c57e7de4eea,iOS,1393743098,39.830372,-85.372732,IN
1510,Sports,View Project,F,18-24,married,1ca21a12d667452f9082e45040920534,iOS,1393743161,40.318084,-87.046004,IN
1511,Environment,View Project,U,25-34,married,ce9828d7fe234db596f4802d33611188,iOS,1393743429,40.445611,-90.151535,IL
1512,Environment,View Project,F,35-44,single,c4fa082363044add8bd4ee20b3a5eb29,android,1393743490,40.886664,-75.736164,PA
1513,Sports,View Project,M,55+,single,80ba74668e774983a93f43ac84daab67,iOS,1393743765,44.957065,-93.041616,MN
1514,Sports,View Project,M,18-24,married,49fad254a18647939aa28e377fd39e55,iOS,1393743806,40.167756,-86.045789,IN
1515,Environment,View Project,U,18-24,married,5a0bfb6c9088407982d8847b38c42642,iOS,1393743807,33.844371,-84.47405,GA
1516,Sports,View Project,M,18-24,married,2f50314425b744e494de003a557159d9,iOS,1393743893,45.408374,-122.691388,OR
1517,Environment,View Project,F,45-54,married,93f0bca9229143e287ec530a18cbf740,iOS,1393743936,39.703844,-86.30294,IN
1518,Environment,View Project,F,18-24,married,73069cf6f8fd4f1aaa55a0ff77be95ba,iOS,1393744036,33.829743,-84.381529,GA
1519,Sports,View Project,M,18-24,married,2d94f805df2d4c4fb879632bf01e4525,iOS,1393744038,45.45509,-122.696724,OR
1520,Environment,View Project,F,55+,married,9a8bc04d07cb4a7080eca3d88da9789c,iOS,1393744100,33.786594,-118.298662,CA
1521,Sports,View Project,F,35-44,married,2e8dfb92e82c47468edd0ec2ce1fed0d,iOS,1393744436,41.792652,-84.900917,MI
1522,Environment,View Project,M,25-34,married,a888388da3964184979816fb56455003,iOS,1393744521,39.50942,-86.437089,IN
1523,Environment,View Project,F,55+,single,e1733ce2110745778d5860b96edd00eb,iOS,1393744535,35.149182,-87.295169,TN
1524,Sports,View Project,F,25-34,single,d6d12044d505458db3617016d61d9b6f,android,1393744618,33.786594,-118.298662,CA
1525,Environment,View Project,M,18-24,married,9c13d42137c44ac89c16ab5876c71efe,iOS,1393744670,39.812688,-85.204359,IN
1526,Environment,View Project,M,55+,married,2472d2bf8cba46f78c0d43dca92af7cd,android,1393744791,33.61837,-117.91709,CA
1527,Sports,View Project,M,25-34,married,fc218e9b41734f86b6199bb38db059c4,android,1393744831,29.269288,-98.33469,TX
1528,Environment,View Project,M,18-24,married,0f1493eca79141b3884c8c8a1324d899,iOS,1393744876,36.669807,-119.398857,CA
1529,Environment,View Project,F,18-24,married,9379b3d3a95b4d2283bb7d97ceeafd67,iOS,1393745055,33.724907,-84.468329,GA
1530,Environment,View Project,F,25-34,single,a9727287846a4804b73ef022fbeb6bfe,android,1393745064,42.982076,-83.734004,MI
1531,Sports,View Project,M,35-44,single,60303ab6208c4a9e933f87a7dbae1fa0,iOS,1393745155,42.138209,-83.217937,MI
1532,Sports,View Project,M,55+,single,400bec1249e146d884269cce07b9f7c4,android,1393745380,39.563616,-74.711081,NJ
1533,Sports,View Project,U,25-34,single,485966e7210947cfb3f5845a52ea7440,android,1393745394,41.716559,-86.335738,IN
1534,Sports,View Project,F,18-24,single,f6fa0b222f624f59b3d99c22607c8578,iOS,1393745433,41.425292,-82.218185,OH
1535,Environment,View Project,F,18-24,single,e3c64bbd83a647b1bd51bb87a49e53dc,android,1393745753,33.834989,-84.386826,GA
1536,Sports,View Project,F,25-34,married,dca0758709f240bfa5e7dba981f97bbb,iOS,1393745890,39.467957,-85.178057,IN
1537,Environment,View Project,F,35-44,single,d937f83be4ee4425a96cda14c854619a,iOS,1393745954,36.118687,-95.884368,OK
1538,Sports,View Project,M,18-24,married,a99ec93bfdad496c9a78c3a0a2bf3a25,iOS,1393746356,45.408077,-122.723058,OR
1539,Environment,View Project,F,18-24,married,52f9bce42fa04c90a506f7087e2b4069,iOS,1393746395,33.757806,-84.433649,GA
1540,Environment,View Project,F,18-24,single,5a1e37fc56194b77bbef9d49d5fe07e8,android,1393746430,45.408077,-122.723058,OR
1541,Environment,View Project,M,25-34,married,a7cbd79d95604a01a20e24d1d1fb3e0f,iOS,1393746748,39.084199,-87.419003,IN
1542,Sports,View Project,U,35-44,single,fb95e8f0b43c4b3fbfdfb7a77e696eca,iOS,1393746760,40.009147,-76.367132,PA
1543,Environment,View Project,F,45-54,married,42f3afe1dc4f476997f673957b882190,android,1393747191,32.773128,-96.685609,TX
1544,Environment,View Project,F,18-24,married,46845f1928ac46f8b0f76c514a5464df,iOS,1393747205,33.829743,-84.381529,GA
1545,Environment,View Project,M,45-54,married,c23ecf703d2645a39e95849e688c600b,iOS,1393747356,40.164139,-87.14754,IN
1546,Environment,View Project,F,18-24,single,8ea9e370ed684979b5403a0dd6bc07d5,iOS,1393747420,39.93242,-105.287967,CO
1547,Sports,View Project,M,18-24,married,db2e8c08b58c489fa613b67f645d914d,iOS,1393747452,45.343615,-122.664926,OR
1548,Sports,View Project,F,18-24,married,6bd4c34e26884aadbedde29ef3e1afca,iOS,1393747879,38.697289,-87.091762,IN
1549,Environment,View Project,F,18-24,married,ce3b4088a58a45c689019d65400164e5,iOS,1393747954,45.408374,-122.691388,OR
1550,Sports,View Project,M,18-24,single,f716015a3cd74b02a7e4e605b267e169,iOS,1393748077,33.757806,-84.433649,GA
1551,Sports,View Project,M,18-24,married,90b4e84cd13f49d59a163faf9b3acd04,iOS,1393748135,38.580326,-85.532171,IN
1552,Environment,View Project,M,25-34,married,52f09f13880442098a635cac2dc6ae5a,iOS,1393748236,39.779078,-87.221819,IN
1553,Sports,View Project,M,18-24,single,69a6703128ea4b1c9ba1d1763e5a0dc4,iOS,1393748396,45.343615,-122.664926,OR
1554,Sports,View Project,F,55+,single,63dbaf86e1c84d0cb500a60e492686d1,android,1393748460,36.017296,-95.93902,OK
1555,Environment,View Project,F,45-54,single,22097260af2c4309bf100e84c8d84816,android,1393748556,30.583474,-97.857453,TX
1556,Sports,View Project,M,35-44,married,6a49f9056c214bdeb5f7b445b8fd7afd,android,1393748727,33.276539,-112.18717,AZ
1557,Environment,View Project,U,18-24,single,ee7772784f454761abf650a5d9b2b00c,android,1393749224,40.123557,-104.938057,CO
1558,Environment,View Project,M,18-24,single,083ac75a22984735aaaa76c0a98458a8,iOS,1393749279,33.797854,-84.387726,GA
1559,Environment,View Project,F,18-24,married,5ecfdc46c1cc4d8391081f96cca0d492,iOS,1393749320,45.408077,-122.723058,OR
1560,Sports,View Project,F,45-54,married,e040fa23c3f84ad58ca59f1552fa3f0b,iOS,1393749666,40.203459,-87.147014,IN
1561,Sports,View Project,F,18-24,single,cc57fbe48cb34858a91e78f9c7a8a856,android,1393749767,28.7577,-81.350772,FL
1562,Environment,View Project,F,25-34,married,26b3be06281b4feda6d1363919475c13,iOS,1393749849,39.868173,-86.21231,IN
1563,Environment,View Project,M,45-54,married,9c87022a9d064997be198a9e52288089,iOS,1393750123,40.143843,-85.508457,IN
1564,Sports,View Project,M,18-24,married,997c6b2ccf61494db6df07208cc70d2a,iOS,1393750288,45.408077,-122.723058,OR
1565,Sports,View Project,M,45-54,married,2bc87935a62144fca73db3c9da4eacde,iOS,1393750322,34.924469,-80.05003,NC
1566,Environment,View Project,F,55+,married,ecf096e4e9a7413a925066f56cec22ca,android,1393750445,41.357119,-74.498396,NY
1567,Environment,View Project,M,45-54,single,f93127426c1c4e339dae670a35bebef1,iOS,1393750787,33.786594,-118.298662,CA
1568,Sports,View Project,U,18-24,married,3163265c71774694880357451bc3d598,iOS,1393750951,45.45509,-122.696724,OR
1569,Sports,View Project,F,18-24,married,4786dcf77435470eafb139f7a380c7bd,android,1393750963,45.45509,-122.696724,OR
1570,Sports,View Project,F,45-54,married,1a5ea5c4881c426e81d1a030485d627e,iOS,1393751234,41.175798,-95.95529,NE
1571,Sports,View Project,M,18-24,single,ff9e2c1ba22540929e64665b37a8f25c,iOS,1393751258,33.829743,-84.381529,GA
1572,Environment,View Project,M,18-24,married,24f7be8b3e684948ad711f8c667c49bb,iOS,1393751262,40.389831,-85.476619,IN
1573,Sports,View Project,M,45-54,single,ad50993a3faa46d0a8f89a8638e67551,iOS,1393751317,39.56186,-75.87574,MD
1574,Environment,View Project,M,18-24,married,bf7e09fb76c247dea8dac2085c50376c,iOS,1393751361,42.383317,-92.416125,IA
1575,Environment,View Project,F,35-44,married,c0be0b56a0964245b569d9ed5defe6ea,iOS,1393751552,39.244566,-86.267561,IN
1576,Sports,View Project,F,45-54,married,926961f3ac824b45802f7eb4496fcca3,iOS,1393751843,39.779078,-87.221819,IN
1577,Environment,View Project,M,25-34,married,e01672e66fa54b96a255544f0b6faaf9,android,1393751967,33.470724,-111.718829,AZ
1578,Environment,View Project,M,55+,single,a039f1c9482341b08f293e79ae200b9d,android,1393751983,43.124866,-76.207867,NY
1579,Sports,View Project,F,35-44,married,ef25ce514e464cdc8b3d52ecde746d0a,iOS,1393752333,41.915054,-70.882035,MA
1580,Environment,View Project,M,18-24,married,f57c566e8aba4a3dae2db98f529781bb,iOS,1393752353,45.343615,-122.664926,OR
1581,Environment,View Project,F,18-24,married,2930d5093c4a4f2db8ab9443045da1e6,iOS,1393752380,39.16259,-84.980417,IN
1582,Environment,View Project,F,18-24,single,760531f081954214b873902dacc14d5a,iOS,1393752411,41.047296,-74.294243,NJ
1583,Environment,View Project,F,18-24,married,f6e906511e0741a785cf9ab2d70b28a6,iOS,1393752438,38.513132,-86.459473,IN
1584,Sports,View Project,M,55+,single,80f59c259f18430f95df9499528f33ac,iOS,1393752482,35.496491,-94.299086,AR
1585,Sports,View Project,F,45-54,married,d1014c3160274864a8ae965421ce712e,android,1393752591,41.811929,-87.68732,IL
1586,Environment,View Project,F,18-24,single,cd40423248df4985b126b92a126a9923,android,1393752609,33.797854,-84.387726,GA
1587,Sports,View Project,M,45-54,married,adeda41ecc1c4ac6816993779d73da4c,iOS,1393752677,33.786594,-118.298662,CA
1588,Sports,View Project,F,45-54,married,b79197a618af4d3fa556870304179773,iOS,1393753033,38.620834,-86.589851,IN
1589,Environment,View Project,F,55+,married,2f101d3b8c5c45d8a28097eaa1ef0147,android,1393753099,40.914289,-73.33268,NY
1590,Environment,View Project,F,55+,single,2310ce66b18846d89a164acd37840d3e,iOS,1393753235,44.952763,-93.43723,MN
1591,Sports,View Project,M,18-24,married,380530928b424938a536647f65ba4c23,iOS,1393753409,38.687103,-121.225369,CA
1592,Environment,View Project,M,55+,married,af8a3562b81c482c8d28cb2d4ddc3c82,android,1393753615,33.786594,-118.298662,CA
1593,Environment,View Project,F,35-44,single,f78dca3b6e2f4603853120c7c2b2cc61,android,1393753887,29.213865,-98.755526,TX
1594,Sports,View Project,M,55+,married,0eb7ce3400dc4f14ac37b3be93d64b84,iOS,1393753925,39.442888,-86.669559,IN
1595,Environment,View Project,F,25-34,single,92bb9c5fff68418481fd93cc1a393891,iOS,1393753974,37.075671,-119.253991,CA
1596,Environment,View Project,M,18-24,single,d0064d2374c44e028262efb98c03dbe3,iOS,1393754588,33.776305,-84.397976,GA
1597,Sports,View Project,F,18-24,married,d64b5224dc8c4afd848d15b191e50287,iOS,1393754825,40.026334,-105.104899,CO
1598,Environment,View Project,F,45-54,single,69384f25f4ad48198a39cc88c6d52bec,iOS,1393755016,32.804493,-107.954524,NM
1599,Environment,View Project,U,55+,married,0cc18ef992c140389f9679c3cd74d085,android,1393755189,42.382588,-71.065287,MA
1600,Sports,View Project,F,35-44,married,b1c341caaa5b4727b0d8c9c8dbb5d717,iOS,1393755252,38.689503,-87.121505,IN
1601,Sports,View Project,M,25-34,married,d4cb360f04a44e0b809579595112d8e2,iOS,1393755279,36.740217,-82.026738,VA
1602,Sports,View Project,F,35-44,single,7a6803f9fcc84ac1a892076b14a80e9c,android,1393755442,32.562179,-86.099371,AL
1603,Environment,View Project,M,18-24,married,5922dbdab81048eb88ad078a6c5d4135,android,1393755764,38.519368,-76.546326,MD
1604,Environment,View Project,M,45-54,married,22f300a6883b4bdaa8aee5900b17e226,android,1393755908,42.884281,-72.760753,VT
1605,Sports,View Project,M,18-24,single,dd60c21486c0401a81df709c6b163554,iOS,1393755963,45.45509,-122.696724,OR
1606,Environment,View Project,F,18-24,married,9c34a40109fe48ae8226d546715a0298,iOS,1393756008,33.776305,-84.397976,GA
1607,Sports,View Project,F,35-44,married,65d7ee211ea94c4497d75ce365d5a6f5,iOS,1393756135,39.039488,-87.30662,IN
1608,Sports,View Project,M,55+,married,876e2c3729c241aba52adef7c699f0f7,iOS,1393756252,36.339311,-76.990498,NC
1609,Environment,View Project,M,45-54,married,443bd632225e4238865773b5177c9dc1,android,1393756324,36.294236,-83.806991,TN
1610,Sports,View Project,F,18-24,married,79273526a5bd446daeb7afeb4c805b6f,iOS,1393756386,45.343615,-122.664926,OR
1611,Environment,View Project,F,18-24,married,ae0eb649ee9549318db8c99e19047e1a,iOS,1393756484,40.046064,-105.097151,CO
1612,Environment,View Project,M,35-44,married,35ea1b329fe44842898a19f0eb2c86c8,iOS,1393756542,40.026229,-86.827059,IN
1613,Sports,View Project,F,35-44,married,b0aa3411e21942c5a02bae9a18fbd62d,iOS,1393756609,45.657453,-109.206617,MT
1614,Environment,View Project,M,25-34,married,e4a40068899d4bc984f44c7bab0213a4,iOS,1393756734,38.786795,-87.38271,IN
1615,Sports,View Project,F,35-44,married,d44c6e2812a54959982c9df6ba786415,iOS,1393756780,42.230008,-72.728463,MA
1616,Sports,View Project,M,45-54,single,f54f9ec735084614a94dee94f3290ecd,android,1393756780,38.62183,-120.78801,CA
1617,Environment,View Project,M,18-24,married,2f152ca9c82d4c3b98107fd37ae101f8,iOS,1393756854,39.988674,-86.563204,IN
1618,Sports,View Project,U,18-24,married,ad6ccc2624d0453d96ae0b46caa92232,iOS,1393757027,26.118845,-80.331401,FL
1619,Environment,View Project,M,18-24,married,a6735537fb1d4a65abcf1406e3166806,iOS,1393757051,39.878933,-85.464036,IN
1620,Environment,View Project,M,18-24,single,7680aa20ab67480a8dc86f128fac0b0d,android,1393757168,41.343773,-72.951273,CT
1621,Sports,View Project,U,35-44,married,38443b9222774535b768e27ff13dd377,android,1393757276,39.024453,-120.862663,CA
1622,Environment,View Project,M,18-24,married,f1605cef5a664684ad542d6a9860fe2c,iOS,1393757290,33.829743,-84.381529,GA
1623,Sports,View Project,M,18-24,married,79f2a47a07374884a10a0554b66ea601,iOS,1393757391,45.408374,-122.691388,OR
1624,Environment,View Project,M,45-54,single,94ab178cd4f24564afc4c53161852201,iOS,1393757773,32.811767,-83.565009,GA
1625,Sports,View Project,F,55+,single,db2e1846a57b484ab5935be89132ef9b,iOS,1393757777,30.47548,-81.67602,FL
1626,Environment,View Project,F,55+,married,fc27a34504734ce4a43ffd05021391fe,iOS,1393757810,38.697289,-87.091762,IN
1627,Sports,View Project,F,18-24,married,c2f1a8c624c149f9b230405493569072,iOS,1393757856,33.834989,-84.386826,GA
1628,Environment,View Project,M,45-54,single,4a95f80dc9a145eb9aa3bd1a6d8a8b1d,android,1393757858,33.752886,-116.055617,CA
1629,Environment,View Project,F,18-24,married,323ef9fbc83e47be9d1bee54fb73cdfb,iOS,1393757940,33.724907,-84.468329,GA
1630,Environment,View Project,M,18-24,married,e247482b4e094cd5ae05a9dcb1e1f8c5,iOS,1393758117,41.598339,-72.601307,CT
1631,Environment,View Project,M,25-34,married,365c460c590d4774903d6da417d5edfd,iOS,1393758145,40.001295,-85.319923,IN
1632,Environment,View Project,F,18-24,married,938bda28082848d49499928060f6d291,android,1393758221,33.797854,-84.387726,GA
1633,Environment,View Project,F,18-24,married,cd004c51a133411c8c56249d80774c66,iOS,1393758440,45.343615,-122.664926,OR
1634,Environment,View Project,F,25-34,single,2ae6cf5a8f654df2a16dc49ab511c5e0,iOS,1393758513,32.810983,-117.136812,CA
1635,Sports,View Project,F,18-24,single,b2bfdac3f4014229bcf4cfdfb7ca3be2,iOS,1393758591,39.93242,-105.287967,CO
1636,Environment,View Project,M,55+,married,ed8cb752563a48f1a3918a662e3fe018,android,1393758647,37.769079,-122.443882,CA
1637,Sports,View Project,M,18-24,married,9a0f6c2d2c3041f7b1abc9290bedd0ad,iOS,1393758662,33.834989,-84.386826,GA
1638,Environment,View Project,M,18-24,single,095ee506e7fc43889553b365f5195a1e,iOS,1393758768,45.45509,-122.696724,OR
1639,Environment,View Project,M,45-54,single,d747a1a42f0f4abc941593320818f7a1,android,1393758812,32.702531,-96.684525,TX
1640,Environment,View Project,M,25-34,married,86495d9cc8a14f96b0afe5ec61accd2d,android,1393759175,25.92862,-80.182969,FL
1641,Sports,View Project,F,35-44,married,af78f2248c8e4cffb950ef522be8831c,iOS,1393759222,39.386175,-85.238529,IN
1642,Environment,View Project,F,25-34,married,9f4c6ea5f43e489db6b77d65edd9c7b0,iOS,1393759330,40.826475,-85.700909,IN
1643,Environment,View Project,F,25-34,single,9338d96d4c424a7495ab3c0216ac859b,android,1393759455,40.471426,-90.170475,IL
1644,Environment,View Project,M,18-24,single,fdc36f90b55a4455928558996875cfa0,android,1393759658,33.776305,-84.397976,GA
1645,Environment,View Project,F,18-24,single,e464edcfb18844188f8daaabccd08a16,android,1393759731,36.294236,-83.806991,TN
1646,Environment,View Project,F,18-24,married,e58a8d70fa0044e78e4bed431f59531d,iOS,1393759865,40.087835,-105.373507,CO
1647,Sports,View Project,M,18-24,single,0558472dd8754dcb9e5335b4606bd20b,android,1393759895,33.829743,-84.381529,GA
1648,Sports,View Project,F,35-44,single,69f9ce00291f4ce1b9472a75da48e752,iOS,1393760164,34.773984,-82.945651,SC
1649,Sports,View Project,M,18-24,married,70d3b72157784b238da48170f8f33aab,iOS,1393760185,45.45509,-122.696724,OR
1650,Environment,View Project,M,18-24,single,a8bef841d7154981b103d71b6f899b82,android,1393760252,40.101985,-105.423992,CO
1651,Sports,View Project,F,45-54,married,6563319957084c31a68911375ac932f9,android,1393760653,40.723041,-73.843688,NY
1652,Sports,View Project,M,25-34,married,f30be43dbf714f6685d21823e76a61dc,android,1393760696,32.779376,-81.973904,GA
1653,Environment,View Project,F,35-44,single,cbdd04b88d8b44268b865459b92853cb,iOS,1393761045,40.746972,-82.823,OH
1654,Sports,View Project,F,45-54,single,80ffb86951e74b12b4a7aa6b3d0b3254,iOS,1393761162,43.059926,-92.789058,IA
1655,Sports,View Project,F,35-44,single,bb525067a4144902a11341d8cfa36a59,android,1393761222,34.58639,-86.536754,AL
1656,Sports,View Project,M,18-24,married,989c5e92f74c4056b43b69d06057bdea,iOS,1393761344,34.272162,-118.733903,CA
1657,Environment,View Project,F,18-24,single,fe6558c8c273422f9011946c7daaac3b,iOS,1393761436,33.786594,-118.298662,CA
1658,Environment,View Project,F,18-24,single,f4144d7809c54ca28292045592cd17a8,iOS,1393761660,39.43392,-79.316683,MD
1659,Sports,View Project,M,35-44,single,031b5195a3ba400eabe58b05bda1173c,iOS,1393761813,29.83399,-95.434241,TX
1660,Environment,View Project,M,18-24,married,023b951feb1440379d44c4eff4dd777b,iOS,1393761844,40.159043,-105.212558,CO
1661,Environment,View Project,F,18-24,single,2b6ce84989864c499eb89e5721a48aa2,android,1393761876,33.829743,-84.381529,GA
1662,Environment,View Project,F,35-44,married,a9256c0956a5488a895d853339a16679,iOS,1393761895,39.803063,-85.43711,IN
1663,Environment,View Project,M,55+,married,92bf844aeda6400eaf3adba8050ddd2e,iOS,1393762077,39.218578,-85.717648,IN
1664,Sports,View Project,M,18-24,married,085e12ae42a14411897b06ec28d280ee,iOS,1393762140,33.844371,-84.47405,GA
1665,Sports,View Project,M,35-44,married,1c5254f4ce8f4caea75139d229f61a84,android,1393762372,42.349768,-71.104888,MA
1666,Sports,View Project,F,18-24,single,2e20902f524d4db6a3ef268008947d2b,android,1393762558,33.797854,-84.387726,GA
1667,Sports,View Project,U,25-34,single,1bf296c89a35467e83c915ae1f6014e6,iOS,1393762609,37.317255,-120.647347,CA
1668,Sports,View Project,F,25-34,single,14f9ffaeaa564f7bb019c25e59ca7fb4,iOS,1393762721,25.909923,-80.361224,FL
1669,Environment,View Project,M,18-24,married,19154c5dfd334dfaa89b42d75c92e838,android,1393762766,41.47225,-81.740305,OH
1670,Environment,View Project,F,35-44,single,89e57dc6045b413ca64c3fd07a1fb693,android,1393762777,40.289886,-82.981095,OH
1671,Sports,View Project,F,55+,single,c8b729fbdc7448a5930c7ec044846bcc,iOS,1393762960,38.326251,-80.854096,WV
